"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"47",47,47,47,47,47,47,47,100771,"old_trees",829,1005,1,8.5,16.9,960,1.3,"F","A","A","",1,1,1020,"A","DV,I","I","","DBH greater than expected (60), check measurement","A",3,95,85,"","",0,NA,NA,NA,NA,NA,NA,"b3d42d53-5bf5-4a35-9a0c-8d3c14b7593f","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:33:06 PM","shuej21","quru",960,NA,NA,NA,"","quru","1",747571.719888178,4308607.78491139,"IK","IK","10/11/2023 6:33:04 PM",0,-78.1455399039158,38.89147967718,188.499951229723,96.8861913514325,NA,"A",2023-10-11
"48",48,48,48,48,48,48,48,100782,"old_trees",841,1006,1,4.2,1.5,662,1.3,"F","A","A","",1,1,679,"A","","","","","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"55f157a5-7b90-42d0-814e-03378d02bdd0","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:27:15 PM","shuej21","litu",662,NA,NA,NA,"","litu","1",747567.3144259,4308612.28387115,"EM","EM","10/11/2023 6:27:00 PM",0,-78.1455890174895,38.8915214105046,184.200047317026,101.48873765779,NA,"A",2023-10-11
"49",49,49,49,49,49,49,49,100783,"old_trees",842,1006,1,7.3,1.3,294,1.3,"F","A","A","",1,1,307,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"7a491137-0cff-4b12-a1c0-c676708695ed","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:24:36 PM","shuej21","litu",294,NA,NA,NA,"","litu","1",747570.418168885,4308612.1558243,"EM","EM","10/11/2023 6:24:31 PM",0,-78.1455533193496,38.8915193835486,187.299984365259,101.286850123577,NA,"A",2023-10-11
"50",50,50,50,50,50,50,50,100791,"old_trees",851,1006,1,1,5.2,109,1.3,"F","A","A","",1,1,106,"A","","","","","A",1,100,90,"","",NA,NA,NA,NA,NA,NA,NA,"71f699b9-39f0-431c-93da-c3f516e73ac2","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:41:40 PM","shuej21","nysy",109,NA,NA,NA,"","nysy","1",747564.02938173,4308615.9086,"EM","EM","10/11/2023 6:41:38 PM",0,-78.1456255429755,38.8915549597784,180.999978426325,105.190631942696,NA,"A",2023-10-11
"51",51,51,51,51,51,51,51,100795,"old_trees",855,1006,1,4.7,7.3,216,1.3,"F","A","A","",1,1,215,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"0af191f7-9d0b-4c91-9ee2-d779e94ed911","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:29:00 PM","shuej21","nysy",216,NA,NA,NA,"","nysy","1",747567.679731027,4308618.09387979,"EM","EM","10/11/2023 6:28:47 PM",0,-78.1455827158064,38.8915735994974,184.700042212798,107.288405009787,NA,"A",2023-10-11
"52",52,52,52,52,52,52,52,100799,"old_trees",859,1006,1,8.7,5.5,140,1.3,"F","A","A","",1,1,139,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"eece7d59-b2f2-4d33-8f3c-6411b77b84a5","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:23:01 PM","shuej21","litu",140,NA,NA,NA,"","litu","1",747571.720402498,4308616.38716021,"EM","EM","10/11/2023 6:23:00 PM",0,-78.1455367966393,38.8915570999974,188.700031492813,105.485990734764,NA,"A",2023-10-11
"53",53,53,53,53,53,53,53,10080,"old_trees",860,104,1,3.7,13.4,100,1.3,"NULL","A","A","",1,1,145,"A","DV","DV","","DBH greater than expected (45), check measurement","A",3,97,95,"","",0,NA,NA,NA,NA,NA,NA,"36ea02d8-34f4-45ff-82ae-1003948e5766","3/30/2023 4:12:53 PM","shuej21","9/6/2023 1:41:39 PM","shuej21","prse",100,NA,NA,NA,"","prse","1",747387.51722969,4308579.90397634,"IK","IK","9/6/2023 1:41:38 PM",0,-78.1476713224688,38.8912806206941,3.70005105590975,73.397646579358,NA,"A",2023-09-06
"54",54,54,54,54,54,54,54,100818,"old_trees",880,1005,1,17.3,18.3,210,1.3,"NULL","A","A","",1,1,210,"A","","","","","A",2,100,100,"","",1,NA,NA,NA,NA,NA,NA,"36eaba66-819f-45cb-822e-9c1fe612b277","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:22:27 PM","shuej21","nysy",210,NA,NA,NA,"","nysy","1",747580.485121861,4308609.38858534,"IK","IK","10/11/2023 6:22:25 PM",0,-78.1454383808446,38.8914916410388,197.300029939395,98.2807761293719,NA,"A",2023-10-11
"55",55,55,55,55,55,55,55,100834,"old_trees",896,1006,1,16.1,5.5,211,1.3,"F","A","","stem not sampled, info automatically filled from previous year info",1,1,211,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"8f0649a7-3c1b-42f0-b333-f19e3f57f498","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:52:53 PM","shuej21","nysy",211,NA,NA,NA,"","nysy","1",747579.118380776,4308616.55886449,"EM","EM","10/11/2023 6:52:52 PM",0,-78.1454515357655,38.8915565609181,196.100002098127,105.481555700147,NA,"A",2023-10-11
"56",56,56,56,56,56,56,56,100839,"old_trees",901,1006,1,15.2,10.4,225,1.3,"F;M","A","","stem not sampled, info automatically filled from previous year info",1,1,205,"DS","","","","","",1,15,0,"U","U",0,NA,NA,NA,NA,NA,NA,"f93a7dcb-2b27-4a3f-a176-69a27df7f4af","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:17:20 PM","shuej21","nysy",225,NA,NA,NA,"; Dead for more than a year","nysy","1",747578.104919791,4308621.43667961,"EM","EM","10/11/2023 6:17:18 PM",1,-78.1454614486688,38.8916007483537,195.199975732622,110.382111780622,205,"",2023-10-11
"57",57,57,57,57,57,57,57,100855,"old_trees",919,1006,1,14,16.1,641,1.3,"F","A","A","",1,1,655,"A","","","","","A",3,100,100,"","",1,NA,NA,NA,NA,NA,NA,"8f27f23f-afd8-465d-b2ab-eb9b2b7ba9d9","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:13:35 PM","shuej21","litu",641,NA,NA,NA,"","litu","1",747576.773039218,4308627.10732027,"EM","EM","10/11/2023 6:13:34 PM",0,-78.1454747428293,38.8916521611884,194.000008469592,116.082847971688,NA,"A",2023-10-11
"58",58,58,58,58,58,58,58,100861,"old_trees",925,1006,1,20,18.5,183,1.3,"F","A","A","",1,1,185,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"a97536fc-110d-4c64-bc31-a6ba8b04b2e8","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:11:21 PM","shuej21","litu",183,NA,NA,NA,"","litu","1",747582.715726097,4308629.64582208,"EM","EM","10/11/2023 6:11:20 PM",0,-78.1454053884179,38.8916733340445,199.99998737987,118.479179537418,NA,"A",2023-10-11
"59",59,59,59,59,59,59,59,100866,"old_trees",930,1107,1,0,0.8,162,1.3,"F","A","A","",1,1,159,"DS","R","R","","","",2,70,0,"DF","DF",0,NA,NA,NA,NA,1,NA,"e98e4d32-c479-497b-a9ab-c6d9a9068c2a","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:11:20 PM","shuej21","litu",162,NA,NA,NA,"","litu","1",747582.662382925,4308631.94518138,"IK","IK","10/11/2023 6:11:17 PM",0,-78.1454051737193,38.8916940440336,200.00000207179,120.779157078233,159,"",2023-10-11
"60",60,60,60,60,60,60,60,100868,"old_trees",932,1007,1,17.6,0.4,653,1.3,"F","A","A","",1,1,665,"A","","","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"b421d075-2b6b-4041-9315-bb1bbdf1de47","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:13:27 PM","shuej21","litu",653,NA,NA,NA,"","litu","1",747580.272306722,4308631.48962191,"IK","IK","10/11/2023 6:13:26 PM",0,-78.1454328633813,38.891690617308,197.600000476473,120.38061656079,NA,"A",2023-10-11
"61",61,61,61,61,61,61,61,100874,"old_trees",939,1007,1,19.2,3.9,352,1.3,"F","A","A","",1,1,361,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"2747c461-d79f-43a5-944b-c2f9d529bd4f","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:07:31 PM","shuej21","litu",352,NA,NA,NA,"","litu","1",747581.790674324,4308635.02583316,"IK","IK","10/11/2023 6:07:29 PM",0,-78.1454141020704,38.8917220164935,199.199997022377,123.879684924156,NA,"A",2023-10-11
"62",62,62,62,62,62,62,62,100881,"old_trees",947,1007,1,17.3,10.9,635,1.3,"F","A","A","",1,1,651,"A","","","","","A",3,97,97,"","",0,NA,NA,NA,NA,NA,NA,"de8c4481-dd3a-47cd-b28a-adab2023bde7","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:57:20 PM","shuej21","litu",635,NA,NA,NA,"","litu","1",747579.72884089,4308641.97988253,"IK","IK","10/11/2023 5:57:18 PM",0,-78.1454353400298,38.8917851860941,197.300047530946,130.880840947174,NA,"A",2023-10-11
"63",63,63,63,63,63,63,63,100887,"old_trees",953,1007,1,15.4,15.5,333,1.3,"F","A","A","",1,1,333,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"a5853f92-d601-403e-b135-0ce3007e0949","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:44:40 PM","shuej21","litu",333,NA,NA,NA,"","litu","1",747577.722624837,4308646.53458488,"IK","IK","10/11/2023 5:44:39 PM",0,-78.1454568025693,38.8918267451404,195.400037300083,135.482005888169,NA,"A",2023-10-11
"64",64,64,64,64,64,64,64,100890,"old_trees",957,1007,1,18.6,14.6,677,1.3,"F","A","A","",1,1,692,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"cc892eb5-e705-4b54-8928-9785e5e16f42","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:46:44 PM","shuej21","litu",677,NA,NA,NA,"","litu","1",747580.942575257,4308645.70899886,"IK","IK","10/11/2023 5:46:43 PM",0,-78.1454200174686,38.8918184073221,198.599968092101,134.580010777912,NA,"A",2023-10-11
"65",65,65,65,65,65,65,65,100891,"old_trees",958,1007,1,19.6,15.9,355,1.3,"F","A","A","",1,1,355,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"b9e67ffc-4541-4042-a282-148f80645bc0","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:48:08 PM","shuej21","litu",355,NA,NA,NA,"","litu","1",747581.912222153,4308647.03187571,"IK","IK","10/11/2023 5:48:06 PM",0,-78.1454083735088,38.8918300404113,199.600043823257,135.879432770475,NA,"A",2023-10-11
"66",66,66,66,66,66,66,66,100892,"old_trees",959,1007,1,20,17,119,1.3,"F;M","A","A","",1,1,125,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"c1c8ad7a-e6cb-4e52-8f89-3ceaf0934a80","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:51:25 PM","shuej21","caca",119,NA,NA,NA,"","caca","1",747582.286466757,4308648.14089028,"IK","IK","10/11/2023 5:51:18 PM",1,-78.1454036636426,38.8918399164399,199.999916056476,136.979225166328,NA,"A",2023-10-11
"67",67,67,67,67,67,67,67,100893,"old_trees",960,1007,1,19.2,19,454,1.3,"F","A","A","",1,1,454,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"8f4cadb7-8141-4a9b-9d15-0ab3ada08aba","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:54:44 PM","shuej21","litu",454,NA,NA,NA,"","litu","1",747581.440375389,4308650.12177721,"IK","IK","10/11/2023 5:54:42 PM",0,-78.1454126935038,38.8918579834516,199.200007578635,138.97968998844,NA,"A",2023-10-11
"68",68,68,68,68,68,68,68,100904,"old_trees",972,1008,1,11.4,2,329,1.3,"F","A","A","",1,1,329,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"4a5ecaff-ab5d-403e-8688-dee074c6cf4d","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:03:49 PM","shuej21","litu",329,NA,NA,NA,"","litu","1",747573.572934874,4308652.93998516,"EM","EM","10/11/2023 6:03:47 PM",0,-78.145502283356,38.8918855650043,191.400064934153,141.984364547961,NA,"A",2023-10-11
"69",69,69,69,69,69,69,69,100905,"old_trees",973,1008,1,10,1.5,679,1.3,"F","A","A","",1,1,693,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"3782abb4-8ff1-45de-96fd-4112b7c36109","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:02:42 PM","shuej21","litu",679,NA,NA,NA,"","litu","1",747572.184782554,4308652.40773537,"EM","EM","10/11/2023 6:02:40 PM",0,-78.1455184620095,38.8918811657178,189.999938403278,141.485307107714,NA,"A",2023-10-11
"70",70,70,70,70,70,70,70,100906,"old_trees",974,1008,1,9.3,1,500,1.3,"F","A","A","",1,1,506,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"622a8801-c3b3-4933-ad02-efeacc1886ef","3/30/2023 4:12:53 PM","shuej21","10/11/2023 6:05:13 PM","shuej21","litu",500,NA,NA,NA,"","litu","1",747571.496583902,4308651.89157192,"EM","EM","10/11/2023 6:05:12 PM",0,-78.1455265737943,38.8918767139916,189.299950346245,140.985670767637,NA,"A",2023-10-11
"71",71,71,71,71,71,71,71,100911,"old_trees",980,1008,1,16.3,4.9,496,1.3,"F","A","A","",1,1,507,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d34a1de6-000d-4f09-8767-307006b34eef","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:57:53 PM","shuej21","litu",496,NA,NA,NA,"","litu","1",747578.404276835,4308655.95290944,"EM","EM","10/11/2023 5:57:52 PM",0,-78.1454455565583,38.8919113209631,196.300004298608,144.88143699817,NA,"A",2023-10-11
"72",72,72,72,72,72,72,72,100912,"old_trees",981,1008,1,18.2,5.7,498,1.3,"F","A","A","",1,1,504,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"fbbab011-9e5a-47cc-91d0-2388b1e2cc18","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:56:27 PM","shuej21","litu",498,NA,NA,NA,"","litu","1",747580.285237995,4308656.79680033,"EM","EM","10/11/2023 5:56:25 PM",0,-78.1454235900611,38.8919183862478,198.200036888112,145.680317147704,NA,"A",2023-10-11
"73",73,73,73,73,73,73,73,100915,"old_trees",984,1008,1,19.1,10.1,117,1.3,"F","A","A","",1,1,127,"A","","","","","A",1,100,95,"","",0,NA,NA,NA,NA,NA,NA,"ce65eecd-6349-4150-89b4-eb8c4046fdca","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:54:08 PM","shuej21","caca",117,NA,NA,NA,"","caca","1",747581.08289438,4308661.21647424,"EM","EM","10/11/2023 5:54:07 PM",0,-78.1454128102785,38.8919579399475,199.100011897526,150.079752619465,NA,"A",2023-10-11
"74",74,74,74,74,74,74,74,100916,"old_trees",985,1008,1,14.2,8.3,450,1.3,"F","A","A","",1,1,456,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"fefec189-0bd2-4fab-ad5f-b257b7b1a2ec","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:53:12 PM","shuej21","litu",450,NA,NA,NA,"","litu","1",747576.22601948,4308659.30330978,"EM","EM","10/11/2023 5:53:09 PM",0,-78.1454694346675,38.8919420893862,194.20006011499,148.282736154308,NA,"A",2023-10-11
"75",75,75,75,75,75,75,75,100919,"old_trees",988,1008,1,15.7,13.5,195,1.3,"F","A","A","",1,1,196,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"4095e739-4066-4979-ac00-5a8f7bda61b8","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:51:18 PM","shuej21","caovl",195,NA,NA,NA,"","caovl","1",747577.604902243,4308664.53666873,"EM","EM","10/11/2023 5:51:16 PM",0,-78.1454516677904,38.8919888027412,195.699981987731,153.481791476983,NA,"A",2023-10-11
"76",76,76,76,76,76,76,76,100921,"old_trees",991,1008,1,20,13.2,475,1.3,"F","A","A","",1,1,480,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"220cfd30-faf0-4967-ad4a-1fff61ca7995","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:55:08 PM","shuej21","litu",475,NA,NA,NA,"","litu","1",747581.910707777,4308664.33649354,"EM","EM","10/11/2023 5:55:07 PM",0,-78.1454021517691,38.8919857878476,199.999984735298,153.179183897389,NA,"A",2023-10-11
"77",77,77,77,77,77,77,77,100924,"old_trees",994,1008,1,19.3,18.2,222,1.3,"F","A","DS","",1,1,222,"DS","I","I","","","",1,50,0,"","",0,NA,NA,NA,NA,NA,NA,"82e2e3de-d82f-4415-90e1-a3ad460faa58","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:46:04 PM","shuej21","litu",222,NA,NA,NA,"","litu","1",747581.094906225,4308669.31889324,"EM","EM","10/11/2023 5:46:01 PM",0,-78.1454097506129,38.8920308608846,199.299990893315,158.179590129809,222,"",2023-10-11
"78",78,78,78,78,78,78,78,100927,"old_trees",997,1008,1,13.1,18.6,225,1.3,"F","A","AU","",1,1,219,"DS","I","I","","","",1,60,0,"U","U",0,NA,NA,NA,NA,NA,NA,"0ad1952c-a264-41cf-ada3-133a385bf18e","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:44:12 PM","shuej21","litu",225,NA,NA,NA,"","litu","1",747574.887308225,4308669.57496955,"EM","EM","10/11/2023 5:44:07 PM",0,-78.1454811486893,38.8920349147674,193.100004393393,158.58335047545,219,"",2023-10-11
"79",79,79,79,79,79,79,79,100928,"old_trees",998,1008,1,17.6,19.9,229,1.3,"F","A","A","",1,1,230,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"99b52c03-da7e-4ef8-91fd-bdc4493a1756","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:47:07 PM","shuej21","litu",229,NA,NA,NA,"","litu","1",747579.355910211,4308670.97902747,"EM","EM","10/11/2023 5:47:06 PM",0,-78.1454291793689,38.8920462926168,197.599976850556,159.88064652403,NA,"A",2023-10-11
"80",80,80,80,80,80,80,80,100929,"old_trees",999,1008,1,12.9,15.8,182,1.3,"F","A","","stem not sampled, info automatically filled from previous year info",1,1,185,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"c97e6281-a298-408d-a8a4-e39ce15c405d","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:41:51 PM","shuej21","cato",182,NA,NA,NA,"","cato","1",747574.75231472,4308666.77106754,"EM","EM","10/11/2023 5:41:48 PM",0,-78.1454837142786,38.8920097168019,192.899998679688,155.783456066606,NA,"A",2023-10-11
"81",81,81,81,81,81,81,81,100930,"old_trees",1001,1008,1,10.1,19.1,112,1.3,"F;M","A","A","",1,1,112,"A","","","","","A",1,90,85,"","",NA,NA,NA,NA,NA,NA,NA,"a146630d-7d1e-4280-9924-2d31fa26e729","3/30/2023 4:12:53 PM","shuej21","10/10/2023 6:45:55 PM","shuej21","caca",112,NA,NA,NA,"","caca","1",747571.876466726,4308670.00516068,"RH","RH","10/10/2023 6:45:53 PM",1,-78.1455156682398,38.8920396349727,190.099953361489,159.085085400906,NA,"A",2023-10-10
"82",82,82,82,82,82,82,82,100932,"old_trees",1003,1008,1,10.4,14.9,424,1.3,"F","A","A","",1,1,429,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"c48c642f-344f-4605-9ef5-a8ce1077ef82","3/30/2023 4:12:53 PM","shuej21","10/11/2023 5:40:48 PM","shuej21","litu",424,NA,NA,NA,"","litu","1",747572.273916327,4308665.81331181,"EM","EM","10/11/2023 5:40:46 PM",0,-78.1455126022931,38.8920017950234,190.40004806771,154.884963861513,NA,"A",2023-10-11
"83",83,83,83,83,83,83,83,100934,"old_trees",1005,1009,1,14.2,2.9,105,1.3,"F;M","A","A","",1,1,135,"A","","","","","A",2,100,96,"","",NA,NA,NA,NA,NA,NA,NA,"7564c34f-a04f-4960-b917-3ce41b7994c4","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:00:27 PM","shuej21","caca",105,NA,NA,NA,"; Crown leaning towards 0 degrees North","caca","1",747575.887167475,4308673.89927683,"RH","RH","10/10/2023 7:00:01 PM",3,-78.1454680746103,38.8920735531683,194.199915408413,162.882633401638,NA,"A",2023-10-10
"84",84,84,84,84,84,84,84,100936,"old_trees",1007,1009,1,11.6,1.7,360,1.3,"F","A","A","",1,1,367,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"282e1e38-168f-40d3-9ada-d0b76d4f3f67","3/30/2023 4:12:53 PM","shuej21","10/10/2023 6:50:51 PM","shuej21","litu",360,NA,NA,NA,"","litu","1",747573.315816813,4308672.63929271,"RH","RH","10/10/2023 6:50:00 PM",0,-78.1454981421125,38.8920629374347,191.600026060227,161.684210936659,NA,"A",2023-10-10
"85",85,85,85,85,85,85,85,100941,"old_trees",1013,1009,1,14.6,6.4,460,1.3,"F","A","A","",1,1,473,"A","","","","","A",3,95,85,"","",NA,NA,NA,NA,NA,NA,NA,"93f284fa-cfb5-451a-bee9-d817d1662e3b","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:08:35 PM","shuej21","litu",460,NA,NA,NA,"","litu","1",747576.20602842,4308677.407705,"RH","RH","10/10/2023 7:08:26 PM",0,-78.1454631374691,38.8921050402824,194.600083585199,166.382477869329,NA,"A",2023-10-10
"86",86,86,86,86,86,86,86,100942,"old_trees",1014,1009,1,16.2,7.3,281,1.3,"F","A","DS","",1,1,288,"DS","I","I","Trunk covered in shelf fungi","","",2,15,0,"","",NA,NA,NA,NA,NA,NA,NA,"ed43563e-5255-4ee9-a82c-d5367b765b2f","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:03:28 PM","shuej21","qupr",281,NA,NA,NA,"Trunk covered in shelf fungi; ","qupr","1",747577.784626931,4308678.34451587,"RH","RH","10/10/2023 7:03:03 PM",0,-78.145444619603,38.892113027074,196.199990581418,167.28144866337,288,"",2023-10-10
"87",87,87,87,87,87,87,87,100943,"old_trees",1015,1009,1,13.2,8.4,479,1.3,"F","A","","stem not sampled, info automatically filled from previous year info",1,1,494,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"646d3e8b-1975-484b-8721-ccce6581eab4","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:13:23 PM","shuej21","litu",479,NA,NA,NA,"","litu","1",747574.782472942,4308679.43413012,"RH","RH","10/10/2023 7:13:14 PM",0,-78.1454788013866,38.8921236798594,193.22392287005,168.442213091569,NA,"A",2023-10-10
"88",88,88,88,88,88,88,88,100944,"old_trees",1016,1109,1,0,6,242,1.3,"F","A","A","",1,1,243,"AU","","","","","AU",2,100,97,"K","K",0,NA,NA,NA,1,NA,NA,"060c4d00-17fd-40a7-aeb3-b1ba2424c113","3/30/2023 4:12:53 PM","shuej21","10/13/2023 6:57:36 PM","shuej21","litu",242,NA,NA,NA,"","litu","1",747581.613824567,4308677.13311658,"IK","IK","10/13/2023 6:57:35 PM",0,-78.1454009570029,38.8921010451355,200.000054021341,165.979247957626,NA,"AU",2023-10-13
"89",89,89,89,89,89,89,89,100950,"old_trees",1023,1009,1,18,15,459,1.3,"F","A","A","",1,1,468,"A","","","","","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"9d16712f-7de1-434e-8d2f-dce17c1d5c72","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:25:54 PM","shuej21","cagl",459,NA,NA,NA,"","cagl","1",747579.405470546,4308686.08415881,"RH","RH","10/10/2023 7:25:46 PM",0,-78.1454231624464,38.8921822295883,197.999952198643,174.980318614418,NA,"A",2023-10-10
"90",90,90,90,90,90,90,90,100952,"old_trees",1025,1009,1,13.3,15.5,703,1.2,"F","A","A","",1,1,712,"A","A","A","","","A",3,97,95,"","",NA,NA,NA,NA,NA,NA,NA,"d6502278-af7b-41ba-931e-cc05dfdb23d8","3/30/2023 4:12:53 PM","shuej21","10/10/2023 7:22:00 PM","shuej21","litu",703,NA,1.2,NA,"","litu","1",747574.695193723,4308686.47512649,"RH","RH","10/10/2023 7:21:46 PM",0,-78.1454772679589,38.8921870756377,193.300013271925,175.48329207216,NA,"A",2023-10-10
"91",91,91,91,91,91,91,91,100953,"old_trees",1026,1009,1,9.1,11.2,121,1.3,"F","A","A","",1,1,131,"A","","","","","A",2,97,95,"","",NA,NA,NA,NA,NA,NA,NA,"c263360a-b4fb-4456-a48a-c97110ae110a","3/30/2023 4:12:53 PM","shuej21","10/10/2023 6:30:54 PM","shuej21","cato",121,NA,NA,NA,"","cato","1",747570.596088937,4308682.07881538,"RH","RH","10/10/2023 6:30:52 PM",0,-78.1455260608392,38.8921486624375,189.100020413299,171.185795629843,NA,"A",2023-10-10
"92",92,92,92,92,92,92,92,100954,"old_trees",1027,1009,1,9.1,16,223,1.3,"F","A","A","",1,1,227,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"69b386ee-7535-485c-af4c-9ce84460521f","3/30/2023 4:12:53 PM","shuej21","10/10/2023 6:06:55 PM","shuej21","litu",223,NA,NA,NA,"","litu","1",747570.484707754,4308686.87747062,"RH","RH","10/10/2023 6:06:43 PM",0,-78.1455256134756,38.8921918832314,189.099994610442,175.985742466021,NA,"A",2023-10-10
"93",93,93,93,93,93,93,93,100955,"old_trees",1028,1010,1,16.7,6.7,316,1.3,"F","A","A","",1,1,314,"A","","","","","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"0770d092-9b10-4c45-93d4-3465a8781661","3/30/2023 4:12:53 PM","shuej21","10/10/2023 3:22:44 PM","shuej21","quru",316,NA,NA,NA,"","quru","1",747577.834395489,4308697.75086675,"RH","RH","10/10/2023 3:22:42 PM",0,-78.1454370494914,38.8922876763161,196.69995934316,186.681116706744,NA,"A",2023-10-10
"94",94,94,94,94,94,94,94,100956,"old_trees",1029,1010,1,11.7,1.2,165,1.3,"F","A","A","",1,1,177,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"ac48c915-0479-447d-9d73-f94298861295","3/30/2023 4:12:53 PM","shuej21","10/10/2023 3:26:51 PM","shuej21","fagr",165,NA,NA,NA,"","fagr","1",747572.963389165,4308692.13638513,"RH","RH","10/10/2023 3:26:50 PM",0,-78.1454951713737,38.8922385167147,191.70001200299,181.18416810707,NA,"A",2023-10-10
"95",95,95,95,95,95,95,95,100957,"old_trees",1030,1010,1,9.4,2.4,228,1.3,"F","A","A","",1,1,231,"A","","","","","A",2,100,97,"","",NA,NA,NA,NA,NA,NA,NA,"7cbc2e40-c07c-46fb-a955-876f65cbd8e0","3/30/2023 4:12:53 PM","shuej21","10/10/2023 3:44:26 PM","shuej21","qupr",228,NA,NA,NA,"","qupr","1",747570.636129082,4308693.28270629,"RH","RH","10/10/2023 3:44:11 PM",0,-78.1455215602746,38.8922494897072,189.399972117674,182.385559185604,NA,"A",2023-10-10
