"OBJECTID","quadrat","tag","StemTag","sp","lx","ly","hom","dbh_2023","status_2023","codes_2023","notes_2023","living_status_2023","fad_2023","wound_2023","rot_2023","canker_2023","comment_mortality_2023","x","y","status_2024","living_status_2024","crown_position_2024","crown_intact","crown_living","fad_choices","fad_2024","liana_load","wound_2024","rot_2024","canker_2024","lean_angle","lean_direction","dead_with_resprout","crown_check","dbh_dead_2024","dead_dbh_check","comment_mortality_2024","mort_census_status","personnel_list","GlobalID","EditDate","Editor","date_measured","dbh_verified"
75,1009,100952,1,"litu",13.3,15.6,1.2,712,"LI","A","","A","",NA,NA,NA,"",-78.14547727,38.89218708,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","7856a8ee-29d1-48a8-b2b9-476301316c21","5/29/2024 3:13:11 PM","shuej21","5/29/2024 3:13:01 PM",""
76,1009,100953,1,"cato",9.1,11.3,1.3,131,"LI","","","A","",NA,NA,NA,"",-78.14552606,38.89214866,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","859bbf31-4e63-4396-bc7e-57fabfcdd9a2","5/29/2024 3:17:32 PM","shuej21","5/29/2024 3:17:08 PM",""
77,1009,100954,1,"litu",9.1,16.1,1.3,227,"LI","","","A","",NA,NA,NA,"",-78.14552561,38.89219188,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","042ca7d5-07de-45b6-9750-ff47bc5f268c","5/29/2024 3:10:48 PM","shuej21","5/29/2024 3:10:20 PM",""
78,1010,100955,1,"quru",16.7,6.8,1.3,314,"LI","","","A","",NA,NA,NA,"",-78.14543705,38.89228768,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","19380efa-ffc4-4f07-a05b-39fa008c061f","5/29/2024 3:04:09 PM","shuej21","5/29/2024 3:04:00 PM",""
79,1010,100956,1,"fagr",11.7,1.3,1.3,177,"LI","","","A","",NA,NA,NA,"",-78.14549517,38.89223852,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","bb24cb68-1727-454c-9f8d-fe7ae1e1864c","5/29/2024 3:03:14 PM","shuej21","5/29/2024 3:03:01 PM",""
80,1010,100957,1,"qupr",9.4,2.5,1.3,231,"LI","","","A","",NA,NA,NA,"",-78.14552156,38.89224949,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","801b3410-ac16-42ba-89ab-6eeb68c583a4","5/29/2024 3:05:57 PM","shuej21","5/29/2024 3:05:27 PM",""
81,1010,100960,1,"quru",13.8,10.5,1.3,650,"LI","DV","","A","",NA,NA,NA,"",-78.14547012,38.8923212,"LI","A",3,90,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","c0008c21-e563-4a9c-9974-236febe4a526","5/29/2024 2:45:05 PM","shuej21","5/29/2024 2:45:02 PM",""
82,1010,100961,1,"cagl",18.3,14.2,1.6,161,"LI","A,DV","POM moved to a point that better represents living biomass","AU","W,R",3,3,NA,"",-78.14541792,38.89235419,"LI","AU",2,100,100,"R","W,R",0,3,3,NA,NA,NA,NA,NA,NA,"","Hollow trunk","finished","Other","061a972d-95d0-41d5-aab8-7967cf9099b1","5/29/2024 2:41:43 PM","shuej21","5/29/2024 2:41:02 PM",""
83,1010,100963,1,"caovl",11.1,14.7,1.3,208,"LI","","","AU","K",NA,NA,1,"",-78.14550083,38.89235922,"LI","AU",2,100,100,"F","K,F",0,NA,NA,1,NA,NA,NA,NA,NA,"","IK","finished","Other","12352757-2bbc-40e6-9665-83ce7ba082cd","5/29/2024 2:43:44 PM","shuej21","5/29/2024 2:43:01 PM",""
84,1010,100964,1,"cagl",8.5,10.8,1.3,386,"LI","","","A","",NA,NA,NA,"",-78.14553116,38.89232429,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","3e02ba23-6a5a-4e2f-887f-f4d028996208","5/29/2024 2:47:11 PM","shuej21","5/29/2024 2:46:07 PM",""
85,1011,100974,1,"cagl",18.3,4.3,1.3,194,"LI","","","A","",NA,NA,NA,"CP",-78.14541698,38.89244514,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","638ff2fc-1262-4c31-a825-70df1d6a993c","5/29/2024 2:24:31 PM","shuej21","5/29/2024 2:24:00 PM",""
86,1011,100976,1,"cato",14.6,5.3,1.3,126,"LI","","","A","",NA,NA,NA,"CP",-78.14545952,38.89245441,"LI","A",2,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","27288dc2-ded0-44c0-a27b-ce96374abd8f","5/29/2024 2:23:23 PM","shuej21","5/29/2024 2:23:01 PM",""
87,1011,100979,1,"cato",10.3,4.8,1.3,228,"LI","","","A","",NA,NA,NA,"CP",-78.14550268,38.89241063,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","7956392c-ee13-45f4-93d3-bfbf192d94ea","5/29/2024 2:29:18 PM","shuej21","5/29/2024 2:29:03 PM",""
88,1011,100980,1,"litu",9.7,9.5,1.3,668,"LI","","","A","",NA,NA,NA,"CP",-78.14551558,38.89249259,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","52be58f4-98a5-40fc-a224-1d78a1de26e0","5/29/2024 2:22:07 PM","shuej21","5/29/2024 2:22:02 PM",""
89,1011,100985,1,"fagr",13.7,14.6,1.3,193,"LI","","","A","",NA,NA,NA,"CP",-78.14546902,38.89253822,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","e855483d-d6ed-4c6a-951a-801da6758744","5/29/2024 2:12:53 PM","shuej21","5/29/2024 2:12:15 PM",""
90,1011,100986,1,"cagl",12.6,14.6,1.3,348,"LI","","","A","",NA,NA,NA,"CP",-78.1454817,38.8925383,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","ea36ba72-10ff-4d85-8864-79bf88fbd833","5/29/2024 2:15:08 PM","shuej21","5/29/2024 2:15:01 PM",""
91,1011,100987,1,"litu",8.6,18.5,1.3,478,"LI","","","A","",NA,NA,NA,"CP",-78.14552742,38.89257371,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","73cbbee5-aa22-44bd-9615-276ae0dc98fd","5/29/2024 2:11:12 PM","shuej21","5/29/2024 2:11:01 PM",""
92,1011,100989,1,"caovl",4.4,13.8,1.3,102,"LI","","","A","",NA,NA,NA,"CP",-78.14557625,38.89253169,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","732133a5-f58b-4620-82da-e94f62afc48d","5/29/2024 2:18:51 PM","shuej21","5/29/2024 2:18:14 PM",""
93,1011,100990,1,"qual",5.5,11.5,1.3,685,"LI","","","A","",NA,NA,NA,"CP",-78.14556379,38.8925109,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","4933af5a-3112-4e81-bf0f-2d3046672962","5/29/2024 2:20:44 PM","shuej21","5/29/2024 2:20:03 PM",""
94,1012,100993,1,"cato",16.7,0.6,1.3,298,"LI","","POM changed to 1.3 on uphill side of tree","AU","K",NA,NA,1,"CP",-78.1454339,38.89259203,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","a2e149a0-308c-4b4c-9aba-319b1d611761","5/29/2024 2:01:09 PM","shuej21","5/29/2024 2:01:02 PM",""
95,1012,100996,1,"cato",10.3,1.8,1.3,115,"LI","","","A","",NA,NA,NA,"CP",-78.14550752,38.8926033,"LI","A",1,100,80,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","bad8da2e-b5c7-41ed-9bcb-61709d6c343f","5/29/2024 2:05:21 PM","shuej21","5/29/2024 2:05:01 PM",""
96,1012,100997,1,"litu",10.1,5.8,1.3,127,"LI","","","AU","K",NA,NA,2,"CP",-78.14550946,38.89263933,"LI","A",2,90,80,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","5aaced36-b9a7-44ee-99de-d0bbc0db62f1","5/29/2024 1:59:40 PM","shuej21","5/29/2024 1:59:02 PM",""
97,1012,101000,1,"cato",18.7,6.9,1.3,106,"LI","","","A","",NA,NA,NA,"CP",-78.14541026,38.89264861,"LI","AU",1,100,90,"CR","CR",0,NA,NA,NA,NA,NA,NA,NA,NA,"","Tree fell on its crown; bending it at top","finished","Other","d538eb51-3527-4e2a-a1bb-3b31bdb1cfaf","5/29/2024 2:03:52 PM","shuej21","5/29/2024 2:03:14 PM",""
98,1006,101005,1,"nysy",7.2,9,1.1,618,"LI","","","A","",NA,NA,NA,"",-78.14555376,38.89158782,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","c63ffbf5-1af6-42c2-85a9-492acbca7f28","5/30/2024 2:37:38 PM","shuej21","5/30/2024 2:37:01 PM",""
99,1006,101008,1,"tiam",4.2,11.6,1.3,190,"LI","","","A","",NA,NA,NA,"",-78.14558809,38.89161146,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","a264aa92-c1e8-4348-8041-2074c44b8e8e","5/30/2024 2:32:24 PM","shuej21","5/30/2024 2:32:01 PM",""
100,1006,101010,1,"nysy",1.5,11.5,1.3,130,"LI","","","A","",NA,NA,NA,"",-78.1456192,38.89161075,"LI","A",1,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","74734cbf-ab12-4207-81e1-0145dc7be87c","5/30/2024 2:34:16 PM","shuej21","5/30/2024 2:34:01 PM",""
101,1006,101012,1,"litu",0.6,15.1,1.3,167,"LI","","","A","",NA,NA,NA,"",-78.14562924,38.89164323,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","700ffffc-abab-4d09-b074-5e7b5a4367a5","5/30/2024 2:30:37 PM","shuej21","5/30/2024 2:30:06 PM",""
102,1007,101025,1,"litu",5.5,2.2,1.3,210,"LI","","","A","",NA,NA,NA,"",-78.14557212,38.89170681,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","0130ba20-e667-4873-9a42-6e1d81da7dc3","5/30/2024 2:16:38 PM","shuej21","5/30/2024 2:16:02 PM",""
103,1007,101031,1,"cagl",10.1,4.3,1.3,316,"LI","","","A","",NA,NA,NA,"",-78.14551892,38.89172538,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","ade7523c-901a-45a2-8736-ad4c6aa9de6c","5/30/2024 2:17:23 PM","shuej21","5/30/2024 2:17:06 PM",""
104,1007,101035,1,"litu",4.7,7.9,1.3,639,"LI","","","A","",NA,NA,NA,"",-78.1455808,38.89175819,"LI","A",3,90,80,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","379b5a72-7fa2-4f11-a5e4-5aa19cc0b446","5/30/2024 2:14:14 PM","shuej21","5/30/2024 2:14:01 PM",""
105,1007,101041,1,"cagl",12.5,8.7,1.3,280,"LI","","","A","",NA,NA,NA,"",-78.14549086,38.89176483,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","e0b9e03e-46b6-4b52-869d-537e1b3fd06e","5/30/2024 2:13:00 PM","shuej21","5/30/2024 2:12:29 PM",""
106,1007,101049,1,"litu",3.2,12.5,1.3,386,"LI","","","A","",NA,NA,NA,"",-78.14559766,38.89179972,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","722c911f-34fc-4544-a9dc-bc40cf59507d","5/30/2024 2:15:00 PM","shuej21","5/30/2024 2:14:37 PM",""
107,1008,101065,1,"litu",4.7,4.6,1.3,185,"LI","","","A","",NA,NA,NA,"",-78.14557925,38.89190856,"LI","A",2,90,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","5cf97cf8-21ae-43fd-b633-a2a34a99ca29","5/30/2024 2:03:05 PM","shuej21","5/30/2024 2:03:02 PM",""
108,1008,101069,1,"litu",11.1,10,1.3,760,"LI","","","A","",NA,NA,NA,"",-78.145505,38.89195672,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","2afbae65-e0a2-4dd0-8985-dd0255112ec7","5/29/2024 3:54:35 PM","shuej21","5/29/2024 3:54:10 PM",""
109,1008,101070,1,"fagr",6,9.9,1.3,114,"LI","","","A","",NA,NA,NA,"",-78.14556377,38.89195619,"LI","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","0cfb1de0-141a-4a4a-a985-d6b98cf5059c","5/29/2024 3:52:33 PM","shuej21","5/29/2024 3:52:07 PM",""
110,1008,101071,1,"fagr",6,10.2,1.3,125,"LI","","","A","",NA,NA,NA,"",-78.14556375,38.89195889,"LI","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","b80719c0-4fa0-4eeb-9e80-eecfbb551a74","5/29/2024 3:51:49 PM","shuej21","5/29/2024 3:51:03 PM",""
111,1008,101072,1,"litu",4,10.9,1.3,185,"LI","","","A","",NA,NA,NA,"",-78.14558672,38.89196534,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","2c2a570b-9af2-4599-8777-8cb62c377523","5/29/2024 3:50:32 PM","shuej21","5/29/2024 3:50:11 PM",""
112,1008,101075,1,"qupr",3,13.1,1.3,373,"LI","","","A","",NA,NA,NA,"",-78.14559804,38.89198523,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","b08e897a-1e2a-4f92-a1d3-7e58cae350c1","5/29/2024 3:49:03 PM","shuej21","5/29/2024 3:49:00 PM",""
113,1008,101077,1,"litu",10.4,13.4,1.3,496,"LI","","","A","",NA,NA,NA,"",-78.14551275,38.89198739,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","219530a8-8443-4339-a729-fddd89395fad","5/29/2024 3:44:44 PM","shuej21","5/29/2024 3:44:01 PM",""
114,1008,101079,1,"caca",2.7,13.8,1.3,101,"LI","DV","","A","",NA,NA,NA,"",-78.14560143,38.89199155,"LI","A",1,100,100,"","",0,NA,NA,NA,19,290,NA,NA,NA,"","IK","finished","Other","c447fa2f-321c-4ae6-bba7-252d85ed393a","5/29/2024 3:47:31 PM","shuej21","5/29/2024 3:47:08 PM",""
115,1008,101080,1,"litu",1.4,16.8,1.3,499,"LI","","","A","",NA,NA,NA,"",-78.14561613,38.89201866,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","49b9e02f-944c-4c54-8819-c7c6f52ca509","5/29/2024 3:46:09 PM","shuej21","5/29/2024 3:46:00 PM",""
116,1009,101082,1,"litu",0,0.7,1.3,837,"LI","BT","","A","",NA,NA,NA,"",-78.1456319,38.89205388,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","a906ed93-8df3-4659-b6c1-7e29a6157487","5/24/2024 7:54:35 PM","shuej21","5/24/2024 7:54:15 PM",""
117,1009,101086,1,"caca",7.2,0.7,1.3,105,"LI","","","","",NA,NA,NA,"",-78.14554894,38.89205335,"LI","A",2,100,80,"","",0,NA,NA,NA,19,285,NA,NA,NA,"","IK","finished","Other","5bd2ec52-3611-4b6f-aa1b-324b006e7945","5/29/2024 3:32:12 PM","shuej21","5/29/2024 3:32:01 PM",""
118,101,10109,1,"caco",15.1,2,1.3,135,"LI","","","AU","K",NA,NA,2,"",-78.14754662,38.89063688,"LI","AU",3,100,90,"K","K",4,NA,NA,1,NA,NA,NA,NA,NA,"","","finished","RH","86d0e363-1d10-4b55-8caa-382e4f1d1caa","7/10/2024 3:37:35 PM","shuej21","7/10/2024 3:37:01 PM",""
119,1009,101094,1,"litu",7.6,6,1.3,703,"LI","RT","","A","",NA,NA,NA,"",-78.14554384,38.89210105,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","0f424fff-fc51-46df-bfa3-06083c01e7a9","5/29/2024 3:20:51 PM","shuej21","5/29/2024 3:20:09 PM",""
120,1009,101096,1,"cagl",7.1,9.8,1.3,114,"LI","","","A","",NA,NA,NA,"",-78.14554924,38.8921353,"LI","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","f395acd8-b809-4e62-b73f-22cfb77b616a","5/29/2024 3:18:33 PM","shuej21","5/29/2024 3:18:00 PM",""
121,1009,101098,1,"litu",8.1,15.2,1.3,533,"LI","","","A","",NA,NA,NA,"",-78.14553722,38.89218385,"LI","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","20d99b46-0104-42d6-8628-ff3c0756a15f","5/29/2024 3:09:37 PM","shuej21","5/29/2024 3:09:07 PM",""
122,1009,101099,1,"cato",3.1,14.6,1.3,118,"LI","","","A","",NA,NA,NA,"",-78.14559489,38.89217881,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","55716574-61e9-47ad-a4f0-75c16e00c500","5/29/2024 3:08:31 PM","shuej21","5/29/2024 3:08:04 PM",""
123,1010,101100,1,"fagr",1.1,0.5,1.3,195,"LI","","","A","",NA,NA,NA,"",-78.14561738,38.89223209,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","a4cf5b71-f574-459a-9e1b-5cdeff791943","5/29/2024 3:07:23 PM","shuej21","5/29/2024 3:07:04 PM",""
124,1010,101104,1,"caovl",7.7,0.7,1.3,113,"LI","","","A","",NA,NA,NA,"",-78.14554132,38.89223341,"LI","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","8c107888-fd97-40ea-9b79-79ed5670be4b","5/29/2024 3:01:45 PM","shuej21","5/29/2024 3:01:04 PM",""
125,1010,101106,1,"cato",5.4,5.1,1.3,177,"LI","","","A","",NA,NA,NA,"",-78.1455674,38.89227319,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","f7c5eefd-397d-48ec-9d87-a74f87fe5852","5/29/2024 2:59:11 PM","shuej21","5/29/2024 2:59:00 PM",""
126,1010,101107,1,"caovl",7.8,7.6,1.3,360,"LI","I","Stem very irregular - large wound","AU","W,R",3,3,NA,"",-78.14553952,38.89229553,"LI","AU",3,100,100,"R","W,R",0,3,3,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","1c42d786-482d-4db2-a325-8fbfca847392","5/29/2024 2:52:31 PM","shuej21","5/29/2024 2:52:13 PM",""
127,1011,101111,1,"litu",0.1,1.3,1.3,106,"LI","","","A","",NA,NA,NA,"CP",-78.14562696,38.89241945,"LI","A",1,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","33474175-2a75-46aa-ad1f-8f65aef9ebf9","5/29/2024 2:33:54 PM","shuej21","5/29/2024 2:33:30 PM",""
128,1011,101116,1,"cagl",9.2,2.2,1.3,212,"LI","","","A","",NA,NA,NA,"CP",-78.14552203,38.89242689,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","3d307cd9-ce0d-4bfe-bd12-35a4478641e5","5/29/2024 2:26:07 PM","shuej21","5/29/2024 2:26:00 PM",""
129,1011,101118,1,"litu",0.3,3,1.3,236,"LI","","POM changed to 1.3 on uphill side of tree","A","",NA,NA,NA,"CP",-78.14561553,38.892436,"LI","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","1b5cf299-3f61-4813-82f3-7aa725a3b4aa","5/29/2024 2:31:41 PM","shuej21","5/29/2024 2:31:04 PM",""
130,1011,101119,1,"cato",0.4,6.5,1.3,110,"LI","","","A","",NA,NA,NA,"CP",-78.14562302,38.89246625,"LI","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","10b73bec-1caa-4f08-8ad8-94c37b9666e7","5/29/2024 2:32:31 PM","shuej21","5/29/2024 2:32:00 PM",""
131,1011,101121,1,"qupr",0,16.7,1.3,127,"LI","","","A","",NA,NA,NA,"CP",-78.14562668,38.89255813,"LI","A",2,100,90,"","",0,NA,NA,NA,17,50,NA,NA,NA,"","IK","finished","Other","ea379eb7-e68a-442c-baca-bec2bc9e95c8","5/29/2024 2:17:45 PM","shuej21","5/29/2024 2:17:02 PM",""
132,1012,101123,1,"quve",4.8,1.2,1.3,395,"LI","DV","POM changed to 1.3 on uphill side of tree, dbh at previous POM 408 so not sure how they got 488 last census","AU","K",NA,NA,1,"CP",-78.14557095,38.8925983,"LI","A",3,100,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","be8a715b-581f-46a4-b03f-5075d8e72d57","5/29/2024 2:09:12 PM","shuej21","5/29/2024 2:09:00 PM",""
133,1012,101125,1,"cagl",6.3,2.2,1.3,140,"LI","","","A","",NA,NA,NA,"CP",-78.14555358,38.89260719,"LI","A",1,90,90,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","0e572d0e-80fa-4bd7-80cb-8d6213d2f23c","5/29/2024 2:06:59 PM","shuej21","5/29/2024 2:06:13 PM",""
134,1012,101129,1,"quve",8.9,6.3,1.3,542,"LI","","","A","",NA,NA,NA,"CP",-78.14552324,38.89264392,"LI","A",3,90,80,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","IK","finished","Other","8d4c1fd5-3db8-4ea3-94e7-38590328b878","5/29/2024 1:57:56 PM","shuej21","5/29/2024 1:57:05 PM",""
135,1012,101132,1,"cato",0.6,9.5,1.3,151,"LI","","","A","",NA,NA,NA,"CP",-78.14561857,38.89267334,"LI","A",2,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","0e838610-ba97-49d1-bd10-92eb30db50d6","5/20/2024 8:08:26 PM","shuej21","5/20/2024 8:08:14 PM",""
136,1012,101133,1,"fagr",1.1,10.3,1.3,108,"LI","","POM changed to 1.3 on uphill side of tree","A","",NA,NA,NA,"CP",-78.14561273,38.89268051,"LI","AU",2,65,65,"B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Stem broken 55 percent of the way up the trunk","finished","RH","d023aef8-e729-4e33-82ad-21ef7e5eca0a","5/20/2024 8:11:40 PM","shuej21","5/20/2024 8:11:08 PM",""
137,1012,101134,1,"cato",0.1,12.4,1.3,209,"LI","","","A","",NA,NA,NA,"CP",-78.14562406,38.89269949,"LI","A",3,75,75,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","91741abb-38f6-40bf-a16a-06fb32e0af83","5/20/2024 8:14:20 PM","shuej21","5/20/2024 8:14:07 PM",""
138,1012,101137,1,"amar",6.6,10.5,1.25,165,"LI","","","AU","B",NA,NA,NA,"CP",-78.14554934,38.89268191,"LI","AU",1,85,85,"W","R,W",NA,2,2,NA,NA,NA,NA,NA,NA,"","","finished","RH","a0bf85bb-8cb8-4635-912f-1a6f9553a271","6/17/2024 11:29:09 PM","shuej21","5/20/2024 8:05:16 PM",""
139,1012,101143,1,"litu",6.2,18.7,1.3,240,"LI","","POM changed to 1.3 on uphill side of tree","A","",NA,NA,NA,"CP",-78.14555319,38.89275577,"LI","A",2,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","9e9e01fa-f13f-4ee8-a2df-83ce06c3d1d1","5/20/2024 8:18:07 PM","shuej21","5/20/2024 8:18:03 PM",""
140,1013,101147,1,"cato",5.4,1.4,1.3,120,"LI","","","A","",NA,NA,NA,"CP",-78.14556215,38.89278014,"LI","A",2,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4aac1de5-5383-40d2-b07e-82a08a33188b","5/20/2024 8:24:03 PM","shuej21","5/20/2024 8:24:01 PM",""
141,1013,101148,1,"litu",8.1,1.9,1.3,212,"LI","","","AU","K",NA,NA,2,"CP",-78.145531,38.89278445,"LI","AU",2,100,100,"K","K",NA,NA,NA,2,NA,NA,NA,NA,NA,"","","finished","RH","504ae3f1-291c-45bf-97d3-6af7ac46ca91","5/20/2024 8:20:47 PM","shuej21","5/20/2024 8:20:35 PM",""
142,1013,101150,1,"fagr",13.6,2.4,1.3,136,"LI","","","A","",NA,NA,NA,"CP",-78.14546758,38.89278855,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","32bc5f3c-e36b-42b7-adb5-b26b463c8422","5/20/2024 6:43:25 PM","shuej21","5/20/2024 6:43:08 PM",""
143,1013,101151,1,"litu",19.1,0.3,1.3,529,"LI","DV","POM changed to 1.3 on uphill side of tree","A","",NA,NA,NA,"CP",-78.14540441,38.89276924,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","f26049dc-7a6d-47cf-9e4e-238d58e61452","5/20/2024 6:42:41 PM","shuej21","5/20/2024 6:42:23 PM",""
144,1013,101152,1,"qupr",14,9.1,1.3,571,"LI","","","AU","K",NA,NA,1,"CP",-78.14546235,38.89284885,"LI","AU",2,95,75,"K","K",NA,NA,NA,1,NA,NA,NA,NA,NA,"","","finished","RH","74cf5c16-2ed2-44f0-a26a-5dd65047638c","5/6/2024 7:51:10 PM","shuej21","5/6/2024 7:50:16 PM",""
145,1013,101155,1,"cato",10.1,4.6,1.3,190,"LI","","","A","",NA,NA,NA,"CP",-78.1455077,38.89280861,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","dfc999a3-7c9e-400d-b328-a57546a5e302","5/20/2024 8:22:04 PM","shuej21","5/20/2024 8:22:01 PM",""
146,1013,101159,1,"cagl",3.2,6.8,1.3,235,"LI","","","AU","K",NA,NA,1,"CP",-78.145587,38.89282893,"LI","A",3,100,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","a7b699ae-f3b8-4c00-b240-30b5864cf179","6/17/2024 11:27:11 PM","shuej21","5/20/2024 8:28:02 PM",""
147,1014,101164,1,"litu",2.7,7.7,1.3,188,"LI","","","A","",NA,NA,NA,"CP",-78.14559081,38.89301716,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","380dfc98-6a7e-4fbf-a295-c2a1f91050e0","5/6/2024 8:09:27 PM","shuej21","5/6/2024 8:09:19 PM",""
148,1014,101170,1,"litu",2.2,16.1,1.3,457,"LI","","POM changed to 1.3 on uphill side of tree","A","",NA,NA,NA,"CP",-78.14559579,38.89309283,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","fde5ff7a-c4d7-489f-a19f-2d6f27f01ce2","5/6/2024 8:36:49 PM","shuej21","5/6/2024 8:36:21 PM",""
